timestamp_us,ax,ay,az,gx,gy,gz,dbfs
1341887562,-8.243237,0.158017,-3.287239,-0.027579,-0.000666,0.025580,-50.82
1341897559,-8.164227,0.129287,-3.229778,-0.024515,-0.000666,0.023449,-50.94
1341907541,-8.197746,0.093374,-3.351882,-0.031043,-0.001332,0.027046,-50.99
1341917553,-8.185776,0.076614,-3.289633,-0.024381,-0.005862,0.021184,-50.70
1341927552,-8.202535,0.093374,-3.268085,-0.026646,-0.002931,0.024248,-50.58
1341937552,-8.236053,0.134075,-3.217807,-0.024248,-0.001332,0.026113,-50.84
1341947559,-8.147469,0.124498,-3.442862,-0.027179,-0.005329,0.024914,-50.92
1341957542,-8.190564,0.117316,-3.280056,-0.026380,-0.002798,0.027579,-50.23
1341967573,-8.200141,0.119710,-3.402161,-0.033175,-0.003331,0.022116,-51.38
1341977561,-8.197746,0.129287,-3.332729,-0.029577,-0.003864,0.024781,-50.48
1341987559,-8.176199,0.093374,-3.303998,-0.025047,-0.004796,0.023182,-51.63
1341997546,-8.140285,0.086191,-3.323152,-0.025447,-0.001332,0.025314,-50.39
1342007570,-8.121132,0.126893,-3.318364,-0.029711,-0.002931,0.027579,-52.96
1342017540,-8.164227,0.098162,-3.275268,-0.023049,-0.005596,0.024648,-50.91
1342027574,-8.207323,0.138864,-3.277662,-0.027312,-0.002531,0.024381,-52.71
1342037544,-8.159439,0.083797,-3.275268,-0.025714,-0.004397,0.024115,-50.54
1342047574,-8.214506,0.143652,-3.244143,-0.025181,-0.003997,0.025314,-51.51
1342057558,-8.164227,0.088585,-3.313575,-0.025580,-0.003864,0.020384,-51.01
1342067544,-8.161834,0.169988,-3.327940,-0.025847,-0.003464,0.024648,-49.98
1342077551,-8.250419,0.129287,-3.277662,-0.025314,-0.003464,0.025447,-50.39
1342087569,-8.226477,0.081403,-3.387795,-0.027179,-0.002531,0.023315,-51.46
1342097546,-8.133103,0.131681,-3.275268,-0.025181,-0.002531,0.027712,-50.00
1342107557,-8.130709,0.138864,-3.339911,-0.028511,-0.004930,0.022250,-51.49
1342117551,-8.188169,0.093374,-3.277662,-0.025980,-0.001466,0.025447,-51.41
1342127560,-8.190564,0.088585,-3.347094,-0.029044,-0.001998,0.025047,-50.25
1342137567,-8.224083,0.081403,-3.308787,-0.028378,-0.003464,0.021450,-51.65
1342147541,-8.171411,0.203507,-3.306392,-0.025847,-0.002931,0.022383,-50.13
1342157573,-8.135497,0.081403,-3.311181,-0.024515,-0.000266,0.025047,-51.24
1342167571,-8.188169,0.148441,-3.294421,-0.027979,-0.000133,0.024781,-50.90
1342177570,-8.228871,0.102951,-3.251326,-0.026779,0.000266,0.027312,-51.99
1342187574,-8.216900,0.119710,-3.337517,-0.023582,-0.002665,0.024381,-51.38
1342197593,-8.183381,0.124498,-3.330335,-0.026513,-0.002265,0.026513,-53.42
1342207554,-8.228871,0.148441,-3.251326,-0.028112,-0.004263,0.025980,-49.35
1342217568,-8.133103,0.146046,-3.277662,-0.026380,0.001599,0.024115,-51.61
1342227550,-8.164227,0.174777,-3.253720,-0.028245,-0.003997,0.025447,-50.64
1342237554,-8.161834,0.098162,-3.375824,-0.024914,0.001599,0.026779,-50.86
1342247557,-8.180987,0.088585,-3.258508,-0.025047,-0.000400,0.026646,-50.62
1342257556,-8.207323,0.114922,-3.335123,-0.027046,-0.002265,0.025047,-51.07
1342267573,-8.224083,0.107739,-3.320758,-0.024781,-0.003730,0.027579,-52.60
1342277535,-8.133103,0.069432,-3.299210,-0.027046,-0.000133,0.026247,-48.89
1342287570,-8.209718,0.107739,-3.303998,-0.027046,-0.000266,0.025847,-53.33
1342297568,-8.157045,0.119710,-3.303998,-0.025047,-0.000133,0.025314,-51.53
1342307541,-8.171411,0.112527,-3.268085,-0.026779,-0.006528,0.025181,-50.45
1342317545,-8.164227,0.083797,-3.229778,-0.027179,-0.003730,0.025447,-50.46
1342327571,-8.173804,0.162806,-3.327940,-0.028511,-0.001199,0.027179,-51.16
1342337591,-8.231265,0.074220,-3.287239,-0.025181,-0.002931,0.025314,-53.68
1342347557,-8.157045,0.105345,-3.337517,-0.026113,-0.001732,0.024781,-50.29
1342357570,-8.216900,0.169988,-3.246537,-0.025447,-0.004530,0.023582,-52.79
1342367573,-8.142680,0.079009,-3.313575,-0.024914,0.000266,0.026646,-53.94
1342377560,-8.233660,0.148441,-3.277662,-0.025714,-0.000666,0.022783,-50.31
1342387572,-8.135497,0.136469,-3.268085,-0.025447,-0.001732,0.026513,-52.66
1342397571,-8.149862,0.088585,-3.320758,-0.027046,-0.000400,0.027579,-51.60
1342407553,-8.219295,0.112527,-3.306392,-0.025980,-0.001332,0.025181,-50.18
1342417559,-8.178593,0.107739,-3.332729,-0.026779,-0.004397,0.023049,-51.74
1342427574,-8.231265,0.105345,-3.318364,-0.026247,0.001199,0.025314,-53.90
1342437547,-8.209718,0.107739,-3.306392,-0.024781,-0.000400,0.027979,-49.32
1342447580,-8.183381,0.098162,-3.282450,-0.025847,-0.004263,0.027712,-51.39
1342457590,-8.164227,0.095768,-3.284845,-0.024248,-0.001732,0.021051,-54.84
1342467536,-8.192958,0.071826,-3.270479,-0.029577,0.000266,0.029844,-49.85
1342477569,-8.159439,0.110133,-3.275268,-0.027712,-0.002931,0.023982,-51.66
1342487542,-8.190564,0.184354,-3.294421,-0.028245,-0.001732,0.027712,-49.50
1342497575,-8.154651,0.143652,-3.280056,-0.024381,-0.000933,0.024648,-53.04
1342507565,-8.183381,0.064643,-3.227384,-0.026113,-0.002531,0.025714,-50.76
1342517571,-8.257602,0.134075,-3.315969,-0.025580,-0.004130,0.025980,-52.83
1342527560,-8.166622,0.110133,-3.268085,-0.025181,-0.002931,0.020518,-50.86
1342537570,-8.200141,0.100556,-3.287239,-0.025580,-0.004796,0.023715,-51.48
1342547569,-8.212111,0.143652,-3.260903,-0.023449,-0.002531,0.027179,-52.09
1342557547,-8.195353,0.119710,-3.268085,-0.028378,-0.003198,0.027179,-50.62
1342567555,-8.173804,0.124498,-3.292027,-0.026779,-0.001732,0.024381,-50.02
1342577545,-8.173804,0.134075,-3.282450,-0.025580,-0.003198,0.027845,-51.53
1342587571,-8.200141,0.129287,-3.236961,-0.026113,0.002265,0.028645,-52.24
1342597550,-8.157045,0.169988,-3.301604,-0.023848,-0.002132,0.028112,-50.58
1342607557,-8.180987,0.105345,-3.222595,-0.029311,-0.001066,0.025181,-51.19
1342617566,-8.216900,0.074220,-3.232172,-0.026646,-0.001332,0.023982,-50.47
1342627537,-8.166622,0.093374,-3.239355,-0.023848,-0.001865,0.027179,-50.24
1342637558,-8.185776,0.136469,-3.332729,-0.028378,-0.003997,0.021051,-50.73
1342647552,-8.145074,0.129287,-3.323152,-0.026779,-0.000133,0.023182,-50.96
1342657569,-8.154651,0.064643,-3.201048,-0.026646,0.000266,0.026380,-52.02
1342667539,-8.192958,0.134075,-3.258508,-0.028511,-0.001599,0.026247,-49.35
1342677546,-8.195353,0.100556,-3.282450,-0.025980,-0.001599,0.026113,-50.70
1342687570,-8.169016,0.138864,-3.406949,-0.027712,-0.004263,0.027712,-51.30
1342697570,-8.133103,0.093374,-3.284845,-0.027446,-0.000666,0.023449,-50.57
1342707561,-8.216900,0.093374,-3.282450,-0.025580,-0.001998,0.027046,-51.62
1342717555,-8.212111,0.146046,-3.294421,-0.024914,0.000133,0.021317,-49.95
1342727548,-8.176199,0.095768,-3.366248,-0.023582,-0.003198,0.025714,-49.55
1342737571,-8.204929,0.114922,-3.227384,-0.026513,-0.002665,0.028112,-52.26
1342747561,-8.157045,0.086191,-3.265691,-0.026380,-0.001732,0.028112,-50.67
1342757556,-8.133103,0.122104,-3.356671,-0.029044,-0.001199,0.024381,-51.85
1342767559,-8.228871,0.100556,-3.248932,-0.027179,0.000000,0.025980,-50.66
1342777564,-8.212111,0.122104,-3.284845,-0.027179,0.000000,0.025580,-50.79
1342787538,-8.157045,0.131681,-3.232172,-0.027179,-0.005063,0.024248,-50.40
1342797571,-8.224083,0.079009,-3.277662,-0.024515,-0.001865,0.026113,-51.53
1342807559,-8.200141,0.098162,-3.301604,-0.023315,-0.003997,0.025181,-50.47
1342817568,-8.209718,0.055067,-3.354277,-0.028778,-0.003064,0.025847,-51.53
1342827555,-8.159439,0.110133,-3.248932,-0.027046,-0.000666,0.025314,-50.28
1342837567,-8.180987,0.095768,-3.354277,-0.028112,-0.001332,0.025047,-52.30
1342847549,-8.192958,0.107739,-3.222595,-0.030377,-0.002665,0.022250,-50.95
1342857568,-8.204929,0.100556,-3.287239,-0.026646,-0.004663,0.027179,-51.78
1342867563,-8.159439,0.107739,-3.236961,-0.027179,-0.003864,0.028511,-51.24
1342877571,-8.159439,0.100556,-3.294421,-0.026646,-0.002132,0.021850,-50.02
1342887544,-8.214506,0.122104,-3.294421,-0.026646,-0.004263,0.025047,-50.38
1342897543,-8.133103,0.177171,-3.315969,-0.025447,-0.002132,0.022116,-50.92
1342907555,-8.209718,0.174777,-3.394978,-0.026247,-0.000799,0.024648,-50.36
1342917570,-8.214506,0.124498,-3.378219,-0.026913,-0.003331,0.027979,-53.75
1342927543,-8.178593,0.071826,-3.229778,-0.028778,-0.003464,0.025580,-50.72
1342937571,-8.197746,0.155623,-3.344700,-0.028645,-0.004263,0.025181,-55.96
1342947546,-8.180987,0.071826,-3.356671,-0.028778,-0.002398,0.023715,-50.61
1342957557,-8.192958,0.169988,-3.253720,-0.028911,-0.000133,0.024914,-50.96
1342967552,-8.106767,0.162806,-3.296816,-0.027845,-0.005995,0.024914,-50.40
1342977559,-8.190564,0.138864,-3.306392,-0.025181,-0.004663,0.023582,-50.41
1342987552,-8.171411,0.124498,-3.349488,-0.029711,-0.001332,0.026113,-50.79
1342997548,-8.142680,0.148441,-3.303998,-0.029044,-0.002398,0.023582,-50.97
1343007551,-8.214506,0.126893,-3.313575,-0.026247,-0.005329,0.026380,-50.90
1343017565,-8.152257,0.102951,-3.402161,-0.026380,-0.002265,0.026646,-50.79
1343027554,-8.209718,0.098162,-3.294421,-0.029044,-0.000933,0.025980,-50.14
1343037563,-8.202535,0.150835,-3.318364,-0.031975,-0.001865,0.027312,-50.27
1343047576,-8.216900,0.131681,-3.284845,-0.027179,0.000266,0.026646,-54.16
1343057539,-8.145074,0.158017,-3.268085,-0.026247,-0.001466,0.025980,-49.00
1343067557,-8.190564,0.122104,-3.260903,-0.028778,-0.005329,0.024515,-53.74
1343077566,-8.173804,0.057461,-3.404555,-0.028511,-0.000933,0.026113,-51.49
1343087540,-8.269572,0.064643,-3.320758,-0.027579,-0.004397,0.023715,-49.51
1343097569,-8.164227,0.112527,-3.294421,-0.027979,-0.002132,0.028911,-50.91
1343107554,-8.200141,0.047884,-3.287239,-0.028112,-0.000799,0.024648,-50.65
1343117550,-8.197746,0.088585,-3.280056,-0.028911,-0.004263,0.027312,-50.47
1343127569,-8.190564,0.136469,-3.294421,-0.027845,0.000133,0.024914,-51.83
1343137568,-8.164227,0.126893,-3.332729,-0.026380,-0.003331,0.025447,-51.27
1343147571,-8.169016,0.102951,-3.282450,-0.023449,-0.000666,0.023049,-51.10
1343157552,-8.157045,0.124498,-3.347094,-0.027579,-0.001732,0.022116,-50.18
1343167575,-8.250419,0.129287,-3.244143,-0.024781,-0.003198,0.027446,-51.74
1343177542,-8.169016,0.067038,-3.189077,-0.030110,-0.001865,0.027712,-49.62
1343187570,-8.159439,0.088585,-3.270479,-0.026247,-0.001332,0.026513,-54.88
1343197563,-8.185776,0.093374,-3.294421,-0.027579,-0.000533,0.028911,-50.29
1343207568,-8.149862,0.107739,-3.306392,-0.027312,-0.002531,0.026779,-54.70
1343217543,-8.133103,0.126893,-3.294421,-0.028911,-0.002265,0.024515,-50.74
1343227569,-8.154651,0.131681,-3.301604,-0.032508,-0.003464,0.025047,-51.16
1343237564,-8.185776,0.110133,-3.189077,-0.028378,-0.002798,0.027712,-50.17
1343247565,-8.212111,0.081403,-3.311181,-0.025847,-0.003597,0.026646,-51.18
1343257586,-8.207323,0.105345,-3.330335,-0.026380,0.000799,0.028645,-50.18
1343267571,-8.226477,0.045490,-3.301604,-0.027579,-0.002798,0.027845,-53.96
1343277552,-8.159439,0.055067,-3.354277,-0.026779,-0.003198,0.025447,-51.15
1343287585,-8.207323,0.100556,-3.306392,-0.026113,-0.000799,0.023848,-50.49
1343297551,-8.195353,0.191536,-3.359065,-0.023848,-0.005729,0.025580,-49.97
1343307542,-8.188169,0.088585,-3.292027,-0.025714,-0.000799,0.025980,-50.50
1343317571,-8.188169,0.138864,-3.246537,-0.029444,-0.001466,0.022649,-52.18
1343327543,-8.169016,0.035913,-3.323152,-0.026247,-0.002265,0.022916,-50.53
1343337546,-8.195353,0.124498,-3.344700,-0.027579,-0.000533,0.024781,-50.86
1343347546,-8.185776,0.071826,-3.215413,-0.027179,-0.002931,0.028645,-51.07
1343357565,-8.197746,0.129287,-3.349488,-0.029311,-0.002798,0.024515,-51.01
1343367554,-8.113950,0.155623,-3.287239,-0.027712,-0.001332,0.023582,-50.16
1343377555,-8.164227,0.076614,-3.294421,-0.027845,-0.001332,0.027579,-50.59
1343387539,-8.152257,0.191536,-3.354277,-0.025714,-0.003597,0.024781,-51.13
1343397569,-8.190564,0.098162,-3.268085,-0.031709,-0.002398,0.026646,-54.69
1343407575,-8.171411,0.081403,-3.387795,-0.027579,-0.002398,0.025047,-51.29
1343417591,-8.214506,0.150835,-3.280056,-0.025447,-0.003730,0.021983,-51.24
1343427549,-8.195353,0.126893,-3.301604,-0.025580,-0.002931,0.024648,-49.81
1343437569,-8.188169,0.117316,-3.294421,-0.024781,-0.003464,0.026380,-51.28
1343447572,-8.226477,0.057461,-3.289633,-0.026646,0.000000,0.027179,-51.09
1343457573,-8.173804,0.098162,-3.234566,-0.025847,-0.000799,0.025847,-52.61
1343467557,-8.157045,0.129287,-3.308787,-0.025580,-0.003331,0.029178,-50.03
1343477568,-8.228871,0.093374,-3.277662,-0.024515,-0.001998,0.024648,-56.25
1343487540,-8.166622,0.179565,-3.205836,-0.031043,-0.005329,0.022250,-51.89
1343497570,-8.164227,0.086191,-3.292027,-0.026380,-0.002531,0.025181,-50.57
1343507533,-8.185776,0.138864,-3.272874,-0.026646,0.000400,0.027046,-48.98
1343517571,-8.224083,0.134075,-3.268085,-0.027312,-0.002931,0.023049,-53.50
1343527543,-8.200141,0.088585,-3.330335,-0.029311,-0.000933,0.022250,-50.75
1343537562,-8.262390,0.064643,-3.330335,-0.031975,-0.002132,0.024914,-51.34
1343547594,-8.145074,0.117316,-3.323152,-0.026380,-0.002531,0.024914,-54.08
1343557561,-8.173804,0.158017,-3.342306,-0.026247,-0.003064,0.028378,-50.24
1343567571,-8.185776,0.119710,-3.301604,-0.027446,-0.000133,0.023315,-53.31
1343577563,-8.166622,0.146046,-3.351882,-0.026913,-0.001332,0.025714,-51.92
1343587573,-8.197746,0.146046,-3.387795,-0.027579,0.001199,0.026247,-53.63
1343597545,-8.245630,0.067038,-3.282450,-0.027979,-0.002265,0.024115,-50.42
1343607568,-8.188169,0.088585,-3.234566,-0.025447,-0.001199,0.023582,-51.56
1343617567,-8.255207,0.079009,-3.292027,-0.028112,-0.004130,0.023848,-51.42
1343627565,-8.149862,0.124498,-3.337517,-0.027979,-0.004930,0.024115,-50.81
1343637570,-8.171411,0.134075,-3.256114,-0.030243,-0.002798,0.023982,-51.61
1343647538,-8.214506,0.122104,-3.265691,-0.028645,-0.003864,0.027579,-50.69
1343657568,-8.164227,0.124498,-3.272874,-0.027845,-0.000266,0.029311,-51.99
1343667566,-8.125920,0.191536,-3.327940,-0.028378,-0.000266,0.022516,-51.08
1343677548,-8.195353,0.086191,-3.301604,-0.025181,-0.001466,0.024781,-50.95
1343687553,-8.212111,0.079009,-3.198653,-0.026247,-0.003064,0.023715,-50.53
1343697563,-8.224083,0.119710,-3.284845,-0.027046,-0.004663,0.024781,-50.76
1343707561,-8.221688,0.138864,-3.323152,-0.024781,0.000533,0.025714,-51.42
1343717545,-8.202535,0.086191,-3.308787,-0.023582,0.001066,0.026380,-50.67
1343727570,-8.137892,0.095768,-3.347094,-0.027845,-0.001599,0.024381,-52.20
1343737573,-8.259995,0.114922,-3.394978,-0.028112,-0.005462,0.025181,-51.85
1343747573,-8.161834,0.112527,-3.289633,-0.027579,-0.004263,0.026913,-51.45
1343757560,-8.161834,0.102951,-3.351882,-0.026646,-0.001732,0.024648,-51.57
1343767553,-8.228871,0.105345,-3.227384,-0.027046,-0.005329,0.022916,-50.99
1343777551,-8.207323,0.136469,-3.299210,-0.026113,-0.004263,0.026646,-49.74
1343787569,-8.224083,0.023942,-3.258508,-0.026247,-0.003597,0.023049,-51.71
1343797571,-8.202535,0.067038,-3.320758,-0.026247,0.000533,0.024115,-52.29
1343807561,-8.190564,0.098162,-3.320758,-0.029444,-0.001998,0.025047,-49.93
1343817551,-8.202535,0.081403,-3.294421,-0.026913,-0.001998,0.025314,-50.71
1343827559,-8.192958,0.114922,-3.320758,-0.026779,-0.000266,0.025714,-50.68
1343837554,-8.214506,0.126893,-3.282450,-0.031443,-0.004796,0.029044,-50.87
1343847573,-8.106767,0.114922,-3.299210,-0.024381,-0.001732,0.021850,-53.09
1343857568,-8.164227,0.153229,-3.325546,-0.027979,-0.003198,0.025047,-51.40
1343867562,-8.178593,0.093374,-3.270479,-0.024115,-0.003864,0.022516,-50.98
1343877555,-8.185776,0.110133,-3.327940,-0.026247,-0.003331,0.022783,-50.86
1343887552,-8.190564,0.093374,-3.284845,-0.027446,-0.001599,0.023715,-51.44
1343897554,-8.271967,0.117316,-3.323152,-0.024381,-0.003864,0.023449,-51.12
1343907570,-8.248025,0.081403,-3.339911,-0.025314,-0.002132,0.028112,-51.80
1343917554,-8.185776,0.071826,-3.280056,-0.024115,-0.001199,0.026646,-50.82
1343927552,-8.202535,0.112527,-3.296816,-0.027446,-0.002398,0.023715,-50.43
1343937561,-8.183381,0.124498,-3.315969,-0.026380,-0.002665,0.027046,-51.56
1343947570,-8.137892,0.126893,-3.287239,-0.027979,-0.002132,0.025580,-52.50
1343957516,-8.135497,0.090980,-3.227384,-0.026646,-0.000533,0.024648,-50.75
1343967562,-8.185776,0.076614,-3.318364,-0.023182,-0.000799,0.022916,-51.25
1343977564,-8.200141,0.167594,-3.327940,-0.024648,-0.000933,0.026646,-50.86
1343987572,-8.171411,0.098162,-3.330335,-0.025714,-0.005862,0.025047,-52.81
1343997545,-8.212111,0.076614,-3.270479,-0.026646,-0.001865,0.023715,-50.74
1344007566,-8.195353,0.112527,-3.344700,-0.024515,-0.003597,0.024248,-51.92
1344017568,-8.195353,0.102951,-3.397372,-0.027712,-0.000799,0.024248,-51.46
1344027574,-8.188169,0.095768,-3.263297,-0.027845,-0.000666,0.025047,-53.42
1344037564,-8.176199,0.122104,-3.342306,-0.026380,-0.002931,0.028645,-50.91
1344047566,-8.140285,0.134075,-3.337517,-0.028378,-0.004663,0.026113,-52.52
1344057573,-8.176199,0.155623,-3.327940,-0.028245,-0.002398,0.025980,-51.75
1344067553,-8.190564,0.117316,-3.325546,-0.024115,-0.003464,0.026646,-50.63
1344077561,-8.178593,0.131681,-3.303998,-0.026113,-0.004930,0.025847,-51.40
1344087550,-8.209718,0.079009,-3.359065,-0.028645,-0.000799,0.028911,-51.06
1344097549,-8.161834,0.112527,-3.347094,-0.027312,-0.002398,0.025847,-50.60
1344107539,-8.283937,0.081403,-3.311181,-0.029178,-0.000533,0.024381,-50.13
1344117573,-8.130709,0.083797,-3.347094,-0.027712,-0.001865,0.024248,-53.49
1344127547,-8.128315,0.083797,-3.347094,-0.030776,-0.003198,0.020917,-50.66
1344137547,-8.250419,0.100556,-3.303998,-0.027312,-0.001199,0.025847,-50.75
1344147569,-8.178593,0.107739,-3.294421,-0.026380,-0.001732,0.025980,-51.27
1344157593,-8.197746,0.098162,-3.268085,-0.027179,-0.001599,0.026913,-51.58
1344167556,-8.255207,0.153229,-3.311181,-0.028112,-0.001066,0.028112,-50.22
1344177571,-8.166622,0.057461,-3.263297,-0.030110,-0.000400,0.027046,-53.64
1344187571,-8.197746,0.122104,-3.366248,-0.026513,-0.003730,0.025447,-52.33
1344197554,-8.188169,0.112527,-3.282450,-0.028645,-0.005862,0.021583,-50.11
1344207567,-8.231265,0.136469,-3.308787,-0.028245,-0.002531,0.024115,-51.66
1344217566,-8.188169,0.062249,-3.294421,-0.025980,-0.004663,0.022516,-51.87
1344227569,-8.161834,0.117316,-3.315969,-0.025447,-0.002531,0.026113,-51.67
1344237554,-8.178593,0.138864,-3.354277,-0.028778,-0.001732,0.026247,-50.91
1344247571,-8.183381,0.090980,-3.239355,-0.025181,-0.003997,0.027712,-52.11
1344257550,-8.207323,0.079009,-3.275268,-0.025847,-0.002265,0.021850,-51.14
1344267545,-8.226477,0.069432,-3.359065,-0.026779,-0.001332,0.024781,-50.98
1344277560,-8.192958,0.165200,-3.263297,-0.024381,-0.001466,0.024115,-50.90
1344287554,-8.197746,0.095768,-3.311181,-0.028245,-0.003997,0.026513,-52.05
1344297554,-8.240842,0.074220,-3.339911,-0.024248,-0.003064,0.027712,-50.34
1344307559,-8.130709,0.071826,-3.337517,-0.025847,-0.003997,0.026513,-50.34
1344317568,-8.171411,0.136469,-3.332729,-0.023848,-0.002132,0.028511,-51.29
1344327584,-8.137892,0.124498,-3.344700,-0.025181,-0.002265,0.023449,-51.20
1344337543,-8.226477,0.081403,-3.308787,-0.027446,-0.001732,0.027179,-49.85
1344347550,-8.145074,0.131681,-3.301604,-0.024781,-0.006528,0.024248,-50.63
1344357543,-8.224083,0.105345,-3.306392,-0.027312,-0.002798,0.026646,-50.55
1344367555,-8.161834,0.102951,-3.287239,-0.029044,-0.005862,0.027179,-51.47
1344377555,-8.164227,0.064643,-3.284845,-0.026513,-0.005729,0.024515,-50.52
1344387552,-8.267179,0.105345,-3.375824,-0.028112,-0.004130,0.024248,-51.06
1344397544,-8.176199,0.126893,-3.232172,-0.026247,-0.001599,0.028645,-51.15
1344407568,-8.188169,0.141258,-3.303998,-0.027046,-0.001466,0.025714,-50.82
1344417571,-8.192958,0.059855,-3.184288,-0.026247,-0.004530,0.028778,-52.18
1344427557,-8.157045,0.098162,-3.402161,-0.023715,-0.004263,0.025580,-50.97
1344437571,-8.219295,0.076614,-3.363853,-0.025714,-0.003198,0.026779,-52.13
1344447570,-8.166622,0.076614,-3.265691,-0.026779,-0.002132,0.027845,-51.32
1344457576,-8.147469,0.057461,-3.308787,-0.023182,-0.001732,0.025314,-50.87
1344467573,-8.195353,0.098162,-3.399766,-0.025447,-0.002398,0.025047,-52.54
1344477559,-8.161834,0.081403,-3.327940,-0.025980,-0.000666,0.027046,-51.07
1344487569,-8.171411,0.079009,-3.280056,-0.028645,-0.001998,0.023715,-51.24
1344497565,-8.149862,0.079009,-3.383007,-0.029444,-0.000666,0.027845,-51.04
1344507544,-8.147469,0.131681,-3.263297,-0.028511,-0.006262,0.022649,-50.52
1344517574,-8.197746,0.112527,-3.256114,-0.026113,-0.000666,0.026380,-53.69
1344527566,-8.133103,0.088585,-3.268085,-0.029178,-0.003464,0.025714,-51.89
1344537575,-8.200141,0.100556,-3.306392,-0.027179,-0.000133,0.024248,-51.32
1344547574,-8.197746,0.129287,-3.325546,-0.026513,-0.001199,0.023715,-50.88
1344557577,-8.255207,0.112527,-3.311181,-0.028378,-0.002531,0.022783,-51.34
1344567563,-8.171411,0.143652,-3.320758,-0.026113,-0.002132,0.025314,-50.38
1344577551,-8.121132,0.105345,-3.318364,-0.027046,-0.002931,0.026113,-50.77
1344587545,-8.240842,0.124498,-3.351882,-0.029178,0.000799,0.026646,-50.73
1344597571,-8.221688,0.098162,-3.337517,-0.026646,-0.001199,0.025314,-52.70
1344607534,-8.140285,0.148441,-3.320758,-0.026646,-0.001865,0.031842,-50.37
1344617571,-8.178593,0.095768,-3.306392,-0.029711,-0.002531,0.024115,-51.23
1344627579,-8.135497,0.124498,-3.335123,-0.026779,-0.002665,0.027046,-50.44
1344637563,-8.188169,0.126893,-3.251326,-0.026247,-0.003997,0.025714,-51.47
1344647568,-8.197746,0.105345,-3.213019,-0.025714,-0.000799,0.027179,-51.60
1344657566,-8.133103,0.119710,-3.303998,-0.025847,-0.003331,0.025714,-51.31
1344667578,-8.188169,0.100556,-3.280056,-0.027446,-0.002398,0.024781,-50.70
1344677550,-8.212111,0.143652,-3.268085,-0.028378,-0.001199,0.023715,-51.56
1344687577,-8.192958,0.052672,-3.296816,-0.024914,-0.000133,0.026913,-51.27
1344697592,-8.231265,0.174777,-3.248932,-0.026513,-0.000133,0.026113,-53.23
1344707563,-8.140285,0.083797,-3.282450,-0.027579,-0.002798,0.022649,-51.31
1344717577,-8.169016,0.112527,-3.246537,-0.025980,-0.002265,0.026247,-50.95
1344727567,-8.236053,0.062249,-3.351882,-0.026913,-0.002665,0.025847,-51.10
1344737552,-8.204929,0.098162,-3.335123,-0.026779,-0.002665,0.026913,-50.26
1344747571,-8.192958,0.129287,-3.335123,-0.025847,-0.001199,0.024781,-52.70
1344757540,-8.243237,0.136469,-3.363853,-0.026913,-0.003198,0.025314,-50.57
1344767572,-8.149862,0.090980,-3.318364,-0.029844,-0.004397,0.024781,-52.24
1344777565,-8.159439,0.112527,-3.368642,-0.028245,-0.002665,0.028645,-52.13
1344787565,-8.169016,0.122104,-3.294421,-0.025847,-0.003464,0.023982,-50.68
1344797551,-8.183381,0.076614,-3.344700,-0.027712,-0.001066,0.023315,-50.94
1344807548,-8.171411,0.114922,-3.342306,-0.029844,-0.001865,0.026247,-50.72
1344817576,-8.195353,0.093374,-3.287239,-0.027446,-0.005196,0.026913,-51.36
1344827575,-8.236053,0.131681,-3.294421,-0.028911,-0.001865,0.021450,-51.07
1344837546,-8.159439,0.119710,-3.299210,-0.026779,-0.002398,0.023049,-50.69
1344847550,-8.226477,0.081403,-3.335123,-0.027979,-0.003997,0.025847,-50.18
1344857559,-8.190564,0.172383,-3.284845,-0.028511,-0.001332,0.027712,-50.92
1344867557,-8.243237,0.081403,-3.270479,-0.025047,-0.004930,0.026646,-50.33
1344877566,-8.192958,0.074220,-3.394978,-0.027046,-0.001332,0.023315,-51.42
1344887557,-8.209718,0.122104,-3.399766,-0.026646,-0.003064,0.028778,-50.71
1344897574,-8.183381,0.071826,-3.280056,-0.024248,-0.002398,0.025980,-52.86
1344907560,-8.164227,0.107739,-3.380613,-0.027579,-0.003997,0.024781,-50.65
1344917562,-8.180987,0.155623,-3.282450,-0.026913,-0.001466,0.024381,-51.48
1344927573,-8.169016,0.071826,-3.356671,-0.028112,-0.001865,0.025181,-53.97
1344937561,-8.111555,0.086191,-3.292027,-0.026779,-0.004263,0.027446,-50.38
1344947571,-8.190564,0.090980,-3.287239,-0.026113,-0.002265,0.023449,-52.46
1344957553,-8.164227,0.143652,-3.263297,-0.028378,-0.002798,0.027579,-50.63
1344967572,-8.207323,0.090980,-3.303998,-0.028511,-0.000400,0.025847,-56.62
1344977553,-8.245630,0.095768,-3.258508,-0.026646,-0.003597,0.028378,-50.30
1344987559,-8.154651,0.114922,-3.287239,-0.025847,-0.002398,0.022383,-51.13
1344997576,-8.219295,0.062249,-3.313575,-0.026779,-0.003464,0.027579,-52.53
1345007537,-8.178593,0.134075,-3.268085,-0.027179,-0.002531,0.025847,-48.92
1345017574,-8.166622,0.112527,-3.201048,-0.026913,-0.002398,0.028112,-54.75
1345027558,-8.197746,0.107739,-3.258508,-0.025980,-0.000266,0.023449,-51.24
1345037581,-8.176199,0.016759,-3.275268,-0.025980,-0.003597,0.026646,-50.77
1345047570,-8.161834,0.134075,-3.198653,-0.027712,-0.001998,0.023982,-52.12
1345057548,-8.166622,0.148441,-3.308787,-0.027979,-0.001599,0.025580,-50.00
